Player,Tm,FantPos,Age,G,GS,Cmp,Att_pass,Yds_pass,TD_pass,Int_pass,Att_rush,Yds_rush,Y/A,TD_rush,Tgt,Rec,Yds_rec,Y/R,TD_rec,Fmb,FL,TD_total,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year,Team_Yds,Team_Tgt,Team_Att_rush,Team_Yds_rush
Justin Jefferson,MIN,WR,23,17,17,2,2,34,0,0,4,24,6.0,1,184,128,1809,14.13,8,0,0,9,1,0,241,368.7,371.7,304.7,119,1,5,2022,6466,555,404,1661
Davante Adams,LV,WR,30,17,17,0,0,0,0,0,3,-1,-0.33,0,180,100,1516,15.16,14,1,0,14,0,0,236,335.5,338.5,285.5,114,2,8,2022,6244,558,427,2062
Tyreek Hill,MIA,WR,28,17,17,0,0,0,0,0,7,32,4.57,1,170,119,1710,14.37,7,1,0,9,0,0,228,347.2,350.2,287.7,107,3,11,2022,5939,521,262,1174
A.J. Brown,PHI,WR,25,17,16,0,0,0,0,0,0,0,0.0,0,145,88,1496,17.0,11,2,2,11,0,0,212,299.6,304.6,255.6,91,4,13,2022,6873,505,544,2509
Stefon Diggs,BUF,WR,29,16,16,0,0,0,0,0,1,-3,-3.0,0,154,108,1429,13.23,11,1,0,11,0,0,209,316.6,319.6,262.6,89,5,14,2022,6435,526,407,2144
CeeDee Lamb,DAL,WR,23,17,17,0,0,0,0,0,10,47,4.7,0,156,107,1359,12.7,9,0,0,9,0,0,195,301.6,304.6,248.1,75,6,16,2022,6209,545,530,2298
Jaylen Waddle,MIA,WR,24,17,17,0,0,0,0,0,3,26,8.67,0,117,75,1356,18.08,8,1,1,8,0,0,184,259.2,263.2,221.7,66,7,19,2022,5939,521,262,1174
Amari Cooper,CLE,WR,28,17,17,0,1,0,0,1,0,0,0.0,0,132,78,1160,14.87,9,0,0,9,0,0,168,246.0,250.0,208.0,50,8,24,2022,6200,496,532,2490
Amon-Ra St. Brown,DET,WR,23,16,16,0,0,0,0,0,9,95,10.56,0,146,106,1161,10.95,6,0,0,6,0,0,162,267.6,270.6,214.6,44,9,27,2022,6562,519,478,2124
DeVonta Smith,PHI,WR,24,17,17,0,0,0,0,0,0,0,0.0,0,136,95,1196,12.59,7,1,1,7,0,0,160,254.6,258.6,207.1,42,10,28,2022,6873,505,544,2509
Christian Kirk,JAX,WR,26,17,17,0,1,0,0,0,5,11,2.2,0,133,84,1108,13.19,8,1,1,8,0,0,158,241.9,245.9,199.9,41,11,30,2022,5924,563,367,1776
Ja'Marr Chase,CIN,WR,22,12,12,0,0,0,0,0,5,8,1.6,0,134,87,1046,12.02,9,2,2,9,0,0,155,242.4,247.4,198.9,38,12,32,2022,6048,594,399,1528
Tyler Lockett,SEA,WR,30,16,16,0,0,0,0,0,0,0,0.0,0,117,84,1033,12.3,9,2,2,9,0,0,153,237.3,242.3,195.3,37,13,35,2022,6326,547,415,2044
Terry McLaurin,WAS,WR,27,17,17,0,0,0,0,0,7,29,4.14,0,120,77,1191,15.47,5,1,0,5,0,0,152,229.0,232.0,190.5,35,14,36,2022,5926,531,538,2143
Brandon Aiyuk,SF,WR,24,17,17,0,0,0,0,0,2,23,11.5,0,114,78,1015,13.01,8,1,1,8,0,0,150,227.8,231.8,188.8,33,15,38,2022,5161,426,253,1146
Mike Evans,TB,WR,29,15,15,0,0,0,0,0,0,0,0.0,0,127,77,1124,14.6,6,0,0,6,0,0,148,225.4,228.4,186.9,32,16,39,2022,6052,717,385,1306
Tee Higgins,CIN,WR,23,16,14,0,0,0,0,0,0,0,0.0,0,109,74,1029,13.91,7,0,0,7,1,0,147,220.9,223.9,183.9,30,17,41,2022,6048,594,399,1528
D.K. Metcalf,SEA,WR,25,17,17,0,0,0,0,0,0,0,0.0,0,141,90,1048,11.64,6,2,2,6,0,0,137,226.8,231.8,181.8,21,19,47,2022,6326,547,415,2044
Jerry Jeudy,DEN,WR,23,15,14,0,0,0,0,0,4,40,10.0,0,100,67,972,14.51,6,0,0,6,0,0,137,204.2,207.2,170.7,21,18,48,2022,5030,484,242,1023
D.J. Moore,CAR,WR,25,17,17,0,0,0,0,0,10,53,5.3,0,118,63,888,14.1,7,0,0,7,0,0,136,199.1,202.1,167.6,20,20,49,2022,3696,357,381,1763
Garrett Wilson,NYJ,WR,22,17,12,0,1,0,0,0,4,4,1.0,0,147,83,1103,13.29,4,2,1,4,0,0,133,215.7,219.7,174.2,17,21,52,2022,5622,584,375,1599
Cooper Kupp,LAR,WR,29,9,9,0,1,0,0,0,9,52,5.78,1,98,75,812,10.83,6,2,1,7,0,0,126,201.4,205.4,163.9,11,22,58,2022,4262,516,396,1624
Chris Olave,NO,WR,22,15,9,0,0,0,0,0,0,0,0.0,0,119,72,1042,14.47,4,2,2,4,1,0,126,198.2,203.2,162.2,11,23,59,2022,5873,487,448,1904
Gabriel Davis,BUF,WR,23,15,15,0,0,0,0,0,0,0,0.0,0,93,48,836,17.42,7,1,1,7,0,0,124,171.6,175.6,147.6,9,24,61,2022,6435,526,407,2144
Christian Watson,GB,WR,23,14,11,0,0,0,0,0,7,80,11.43,2,66,41,611,14.9,7,0,0,9,0,0,123,164.1,167.1,143.6,8,25,62,2022,6003,509,455,2113
Chris Godwin,TB,WR,26,15,13,0,0,0,0,0,3,5,1.67,0,142,104,1023,9.84,3,2,2,3,1,0,119,222.8,227.8,170.8,4,26,65,2022,6052,717,385,1306
Michael Pittman Jr.,IND,WR,25,16,16,0,0,0,0,0,3,30,10.0,0,141,99,925,9.34,4,2,1,4,0,0,118,216.5,220.5,167.0,3,27,69,2022,5319,546,345,1465
Zay Jones,JAX,WR,27,16,15,0,0,0,0,0,4,18,4.5,0,121,82,823,10.04,5,0,0,5,1,0,116,198.1,201.1,157.1,2,28,70,2022,5924,563,367,1776
Allen Lazard,GB,WR,27,15,15,0,0,0,0,0,2,0,0.0,0,100,60,788,13.13,6,0,0,6,0,0,115,174.8,177.8,144.8,0,29,0,2022,6003,509,455,2113
George Pickens,PIT,WR,21,17,12,0,0,0,0,0,3,24,8.0,1,84,52,801,15.4,4,0,0,5,1,0,115,166.5,169.5,140.5,0,30,0,2022,5674,498,491,2014
Mike Williams,LAC,WR,28,13,13,0,0,0,0,0,0,0,0.0,0,93,63,895,14.21,4,0,0,4,0,0,114,176.5,179.5,145.0,0,31,0,2022,6315,687,404,1524
Jakobi Meyers,NE,WR,26,14,13,0,0,0,0,0,2,-11,-5.5,0,96,67,804,12.0,6,2,2,6,1,0,113,180.3,185.3,146.8,0,32,0,2022,5627,514,425,1812
Curtis Samuel,WAS,WR,26,17,12,0,0,0,0,0,38,187,4.92,1,92,64,656,10.25,4,1,1,5,0,0,112,176.3,183.3,144.3,0,34,0,2022,5926,531,538,2143
Deebo Samuel,SF,WR,26,13,12,0,0,0,0,0,42,232,5.52,3,94,56,632,11.29,2,3,2,5,0,0,112,168.4,176.4,140.4,0,33,0,2022,5161,426,253,1146
Adam Thielen,MIN,WR,32,17,17,0,0,0,0,0,1,4,4.0,0,107,70,716,10.23,6,0,0,6,1,0,110,180.0,183.0,145.0,0,35,0,2022,6466,555,404,1661
Tyler Boyd,CIN,WR,28,16,14,1,1,23,0,0,0,0,0.0,0,82,58,762,13.14,5,0,0,5,1,0,109,167.1,170.1,138.1,0,36,0,2022,6048,594,399,1528
Drake London,ATL,WR,21,17,15,0,0,0,0,0,0,0,0.0,0,117,72,866,12.03,4,3,3,4,1,0,107,178.6,184.6,142.6,0,38,0,2022,5645,400,559,2718
JuJu Smith-Schuster,KC,WR,26,16,14,0,0,0,0,0,0,0,0.0,0,101,78,933,11.96,3,3,2,3,0,0,107,185.3,190.3,146.3,0,37,0,2022,7161,597,412,1911
Donovan Peoples-Jones,CLE,WR,23,17,14,0,0,0,0,0,1,2,2.0,0,96,61,839,13.75,3,1,1,4,0,0,106,167.1,171.1,136.6,0,39,0,2022,6200,496,532,2490
Keenan Allen,LAC,WR,30,10,10,0,0,0,0,0,1,8,8.0,0,89,66,752,11.39,4,1,1,4,0,0,98,164.0,168.0,131.0,0,40,0,2022,6315,687,404,1524
Mack Hollins,LV,WR,29,17,16,1,1,4,0,0,4,40,10.0,0,94,57,690,12.11,4,0,0,4,0,0,97,154.2,157.2,125.7,0,42,0,2022,6244,558,427,2062
Josh Palmer,LAC,WR,23,16,11,0,0,0,0,0,1,4,4.0,0,107,72,769,10.68,3,1,0,3,1,0,97,169.3,172.3,133.3,0,41,0,2022,6315,687,404,1524
Jahan Dotson,WAS,WR,22,12,10,0,0,0,0,0,2,-7,-3.5,0,61,35,523,14.94,7,0,0,7,1,0,96,130.6,133.6,113.1,0,43,0,2022,5926,531,538,2143
K.J. Osborn,MIN,WR,25,17,9,0,0,0,0,0,3,6,2.0,0,90,60,650,10.83,5,1,0,5,0,0,96,155.6,158.6,125.6,0,44,0,2022,6466,555,404,1661
Diontae Johnson,PIT,WR,26,17,17,0,0,0,0,0,7,25,3.57,0,147,86,882,10.26,0,1,0,0,2,0,95,180.7,183.7,137.7,0,46,0,2022,5674,498,491,2014
Courtland Sutton,DEN,WR,27,15,15,0,0,0,0,0,1,5,5.0,0,109,64,829,12.95,2,0,0,2,0,0,95,159.4,162.4,127.4,0,45,0,2022,5030,484,242,1023
Marquise Brown,ARI,WR,25,12,10,0,0,0,0,0,1,1,1.0,0,107,67,709,10.58,3,1,0,3,0,0,89,156.0,159.0,122.5,0,47,0,2022,5536,579,364,1574
Brandin Cooks,HOU,WR,29,13,13,0,0,0,0,0,2,7,3.5,0,93,57,699,12.26,3,0,0,3,0,0,89,145.6,148.6,117.1,0,48,0,2022,5107,528,392,1465
DeAndre Hopkins,ARI,WR,30,9,9,0,0,0,0,0,0,0,0.0,0,96,64,717,11.2,3,2,1,3,0,0,88,151.7,155.7,119.7,0,49,0,2022,5536,579,364,1574
Parris Campbell,IND,WR,25,17,16,0,0,0,0,0,5,58,11.6,0,91,63,623,9.89,3,1,0,3,0,0,86,149.1,152.1,117.6,0,50,0,2022,5319,546,345,1465
Darius Slayton,NYG,WR,25,16,11,0,0,0,0,0,0,0,0.0,0,71,46,724,15.74,2,2,1,2,0,0,82,128.4,132.4,105.4,0,51,0,2022,5930,419,516,2499
Marquez Valdes-Scantling,KC,WR,28,17,11,0,0,0,0,0,1,-3,-3.0,0,81,42,687,16.36,2,0,0,2,0,0,80,122.4,125.4,101.4,0,52,0,2022,7161,597,412,1911
Devin Duvernay,BAL,WR,25,14,13,0,0,0,0,0,12,84,7.0,1,49,37,407,11.0,3,1,0,5,0,0,79,116.1,119.1,97.6,0,53,0,2022,5921,460,525,2719
Isaiah McKenzie,BUF,WR,27,15,8,0,0,0,0,0,9,55,6.11,1,65,42,423,10.07,4,0,0,5,0,0,78,119.8,122.8,98.8,0,54,0,2022,6435,526,407,2144
Richie James,NYG,WR,27,17,4,0,0,0,0,0,2,6,3.0,0,70,57,569,9.98,4,3,3,4,0,0,76,132.5,138.5,104.0,0,55,0,2022,5930,419,516,2499
Russell Gage,TB,WR,26,13,4,0,0,0,0,0,0,0,0.0,0,70,51,426,8.35,5,1,1,5,1,0,73,123.6,127.6,98.1,0,56,0,2022,6052,717,385,1306
Rashid Shaheed,NO,WR,24,12,6,0,0,0,0,0,4,57,14.25,1,34,28,488,17.43,2,1,0,3,0,0,73,100.5,103.5,86.5,0,57,0,2022,5873,487,448,1904
Noah Brown,DAL,WR,26,16,13,0,0,0,0,0,0,0,0.0,0,74,43,555,12.91,3,1,1,3,0,0,72,114.5,118.5,93.0,0,59,0,2022,6209,545,530,2298
DeVante Parker,NE,WR,29,13,11,0,0,0,0,0,0,0,0.0,0,47,31,539,17.39,3,0,0,3,0,0,72,102.9,105.9,87.4,0,58,0,2022,5627,514,425,1812
Marvin Jones,JAX,WR,32,16,10,0,0,0,0,0,0,0,0.0,0,81,46,529,11.5,3,0,0,3,0,0,71,116.9,119.9,93.9,0,61,0,2022,5924,563,367,1776
Alec Pierce,IND,WR,22,16,12,0,0,0,0,0,0,0,0.0,0,78,41,593,14.46,2,1,0,2,0,0,71,112.3,115.3,91.8,0,60,0,2022,5319,546,345,1465
Olamide Zaccheaus,ATL,WR,25,17,13,0,0,0,0,0,2,7,3.5,0,61,40,533,13.33,3,1,1,3,0,0,70,110.0,114.0,90.0,0,62,0,2022,5645,400,559,2718
Mecole Hardman,KC,WR,24,8,5,0,0,0,0,0,4,31,7.75,2,34,25,297,11.88,4,1,0,6,0,0,69,93.8,96.8,81.3,0,64,0,2022,7161,597,412,1911
Kalif Raymond,DET,WR,28,17,7,0,0,0,0,0,7,36,5.14,0,64,47,616,13.11,0,3,1,1,0,0,69,116.2,120.2,92.7,0,63,0,2022,6562,519,478,2124
DJ Chark,DET,WR,26,11,10,0,0,0,0,0,0,0,0.0,0,52,30,502,16.73,3,0,0,3,0,0,68,98.2,101.2,83.2,0,65,0,2022,6562,519,478,2124
Chris Moore,HOU,WR,29,16,7,0,0,0,0,0,3,3,1.0,0,74,48,548,11.42,2,0,0,2,0,0,67,115.1,118.1,91.1,0,66,0,2022,5107,528,392,1465
DeAndre Carter,LAC,WR,29,17,7,0,0,0,0,0,2,-15,-7.5,0,65,46,538,11.7,3,3,2,3,0,0,66,112.3,117.3,89.3,0,68,0,2022,6315,687,404,1524
Corey Davis,NYJ,WR,27,13,10,0,0,0,0,0,0,0,0.0,0,64,32,536,16.75,2,0,0,2,0,0,66,97.6,100.6,81.6,0,70,0,2022,5622,584,375,1599
Michael Gallup,DAL,WR,26,14,11,0,0,0,0,0,0,0,0.0,0,74,39,424,10.87,4,0,0,4,0,0,66,105.4,108.4,85.9,0,67,0,2022,6209,545,530,2298
Josh Reynolds,DET,WR,27,14,11,0,0,0,0,0,0,0,0.0,0,59,38,479,12.61,3,0,0,3,0,0,66,103.9,106.9,84.9,0,69,0,2022,6562,519,478,2124
Marquise Goodwin,SEA,WR,32,13,2,0,0,0,0,0,2,5,2.5,0,42,27,387,14.33,4,0,0,4,0,0,63,90.2,93.2,76.7,0,71,0,2022,6326,547,415,2044
Isaiah Hodgins,2TM,WR,24,10,5,0,0,0,0,0,0,0,0.0,0,48,37,392,10.59,4,1,1,4,1,0,63,100.2,104.2,81.7,0,72,0,2022,6488,741,969,4290
Robert Woods,TEN,WR,30,17,15,0,0,0,0,0,0,0,0.0,0,91,53,527,9.94,2,1,1,2,0,0,63,115.7,119.7,89.2,0,73,0,2022,5333,428,482,2106
Darnell Mooney,CHI,WR,25,12,12,0,0,0,0,0,1,2,2.0,0,61,40,493,12.33,2,0,0,2,0,0,62,101.5,104.5,81.5,0,74,0,2022,5609,326,556,3011
Treylon Burks,TEN,WR,22,11,6,0,0,0,0,0,4,47,11.75,0,54,33,444,13.45,1,0,0,2,0,0,61,94.1,97.1,77.6,0,75,0,2022,5333,428,482,2106
Greg Dortch,ARI,WR,24,16,4,0,0,0,0,0,7,44,6.29,0,64,52,467,8.98,2,1,1,2,0,0,61,113.1,117.1,87.1,0,76,0,2022,5536,579,364,1574
Nico Collins,HOU,WR,23,10,7,0,0,0,0,0,0,0,0.0,0,66,37,481,13.0,2,0,0,2,0,0,60,97.1,100.1,78.6,0,77,0,2022,5107,528,392,1465
Romeo Doubs,GB,WR,22,13,7,0,0,0,0,0,1,11,11.0,0,67,42,425,10.12,3,2,1,3,0,0,60,101.6,105.6,80.6,0,78,0,2022,6003,509,455,2113
Chase Claypool,2TM,WR,24,15,11,1,1,1,1,0,9,59,6.56,0,79,46,451,9.8,1,1,1,1,0,0,59,105.0,109.0,82.0,0,79,0,2022,6488,741,969,4290
Nick Westbrook-Ikhine,TEN,WR,25,17,13,0,0,0,0,0,0,0,0.0,0,50,25,397,15.88,3,0,0,3,0,0,58,82.7,85.7,70.2,0,80,0,2022,5333,428,482,2106
Demarcus Robinson,BAL,WR,28,17,5,0,0,0,0,0,0,0,0.0,0,75,48,458,9.54,2,2,1,2,0,0,56,103.8,107.8,79.8,0,81,0,2022,5921,460,525,2719
Van Jefferson,LAR,WR,26,11,9,0,0,0,0,0,0,0,0.0,0,44,24,369,15.38,3,0,0,3,0,0,55,78.9,81.9,66.9,0,83,0,2022,4262,516,396,1624
Terrace Marshall Jr.,CAR,WR,22,14,9,0,0,0,0,0,0,0,0.0,0,47,28,490,17.5,1,2,0,1,0,0,55,83.0,86.0,69.0,0,82,0,2022,3696,357,381,1763
Trent Sherfield,MIA,WR,26,17,4,0,0,0,0,0,0,0,0.0,0,51,30,417,13.9,2,0,0,2,0,0,54,83.7,86.7,68.7,0,84,0,2022,5939,521,262,1174
Kendrick Bourne,NE,WR,27,16,2,0,0,0,0,0,6,39,6.5,0,48,35,434,12.4,1,2,0,1,0,0,53,88.3,91.3,70.8,0,85,0,2022,5627,514,425,1812
Allen Robinson,LAR,WR,29,10,10,0,0,0,0,0,0,0,0.0,0,52,33,339,10.27,3,0,0,3,0,0,52,84.9,87.9,68.4,0,86,0,2022,4262,516,396,1624
Quez Watkins,PHI,WR,24,17,8,0,0,0,0,0,3,1,0.33,0,51,33,354,10.73,3,1,1,3,0,0,52,84.5,88.5,68.0,0,87,0,2022,6873,505,544,2509
Elijah Moore,NYJ,WR,22,16,9,0,0,0,0,0,5,5,1.0,0,65,37,446,12.05,1,1,0,1,0,0,51,88.1,91.1,69.6,0,88,0,2022,5622,584,375,1599
Randall Cobb,GB,WR,32,13,3,0,0,0,0,0,0,0,0.0,0,50,34,417,12.26,1,1,0,1,0,0,48,81.7,84.7,64.7,0,90,0,2022,6003,509,455,2113
Trenton Irwin,CIN,WR,27,9,2,0,0,0,0,0,1,11,11.0,0,23,15,231,15.4,4,0,0,4,0,0,48,63.2,66.2,55.7,0,89,0,2022,6048,594,399,1528
Jauan Jennings,SF,WR,25,16,4,0,0,0,0,0,0,0,0.0,0,56,35,416,11.89,1,1,0,1,0,0,48,82.6,85.6,65.1,0,91,0,2022,5161,426,253,1146
Jamal Agnew,JAX,WR,27,15,0,0,0,0,0,0,12,86,7.17,0,30,23,187,8.13,3,0,0,3,1,0,47,70.3,73.3,58.8,0,92,0,2022,5924,563,367,1776
Rondale Moore,ARI,WR,22,8,8,0,0,0,0,0,6,-5,-0.83,0,56,41,414,10.1,1,0,0,1,0,0,47,87.9,90.9,67.4,0,93,0,2022,5536,579,364,1574
Julio Jones,TB,WR,33,10,5,0,0,0,0,0,5,45,9.0,0,43,24,299,12.46,2,0,0,2,0,0,46,70.4,73.4,58.4,0,94,0,2022,6052,717,385,1306
Dante Pettis,CHI,WR,27,17,7,0,0,0,0,0,2,37,18.5,0,41,19,245,12.89,3,1,0,3,0,0,46,65.2,68.2,55.7,0,95,0,2022,5609,326,556,3011
Laviska Shenault Jr.,CAR,WR,24,13,4,0,0,0,0,0,9,65,7.22,1,32,27,272,10.07,1,0,0,2,0,0,46,72.7,75.7,59.2,0,96,0,2022,3696,357,381,1763
Tutu Atwell,LAR,WR,23,13,4,0,0,0,0,0,9,34,3.78,1,35,18,298,16.56,1,0,0,2,0,0,45,63.2,66.2,54.2,0,98,0,2022,4262,516,396,1624
Ben Skowronek,LAR,WR,25,14,11,0,0,0,0,0,1,17,17.0,1,61,39,376,9.64,0,0,0,1,0,0,45,84.3,87.3,64.8,0,97,0,2022,4262,516,396,1624
Nelson Agholor,NE,WR,29,16,7,0,0,0,0,0,0,0,0.0,0,53,31,362,11.68,2,2,2,2,0,0,44,75.2,80.2,59.7,0,100,0,2022,5627,514,425,1812
Ray-Ray McCloud,SF,WR,26,17,2,0,0,0,0,0,4,78,19.5,1,25,14,243,17.36,1,2,0,2,0,0,44,58.1,61.1,51.1,0,101,0,2022,5161,426,253,1146
Equanimeous St. Brown,CHI,WR,26,16,16,0,0,0,0,0,6,54,9.0,0,38,21,323,15.38,1,1,0,1,0,0,44,64.7,67.7,54.2,0,102,0,2022,5609,326,556,3011
Tyquan Thornton,NE,WR,22,13,9,0,0,0,0,0,3,16,5.33,1,45,22,247,11.23,2,0,0,3,0,0,44,66.3,69.3,55.3,0,99,0,2022,5627,514,425,1812
Justin Watson,KC,WR,26,17,5,0,0,0,0,0,0,0,0.0,0,34,15,315,21.0,2,0,0,2,0,0,44,58.5,61.5,51.0,0,103,0,2022,7161,597,412,1911
Hunter Renfrow,LV,WR,27,10,1,0,0,0,0,0,0,0,0.0,0,50,36,330,9.17,2,3,1,2,0,0,43,79.0,83.0,61.0,0,104,0,2022,6244,558,427,2062
Kadarius Toney,2TM,WR,23,9,4,0,0,0,0,0,7,82,11.71,1,20,16,171,10.69,2,1,1,3,0,0,41,57.3,61.3,49.3,0,105,0,2022,6488,741,969,4290
Braxton Berrios,NYJ,WR,27,17,2,1,1,2,1,0,9,91,10.11,2,32,18,145,8.06,0,1,0,2,0,0,40,57.7,60.7,48.7,0,106,0,2022,5622,584,375,1599
Shi Smith,CAR,WR,24,17,6,0,0,0,0,0,0,0,0.0,0,41,22,296,13.45,2,4,1,2,0,0,40,61.6,65.6,50.6,0,107,0,2022,3696,357,381,1763
Rashod Bateman,BAL,WR,23,6,5,0,0,0,0,0,0,0,0.0,0,28,15,285,19.0,2,1,1,2,0,0,39,53.5,57.5,46.0,0,109,0,2022,5921,460,525,2719
Damiere Byrd,ATL,WR,29,14,4,0,0,0,0,0,0,0,0.0,0,23,13,268,20.62,2,0,0,2,0,0,39,51.8,54.8,45.3,0,108,0,2022,5645,400,559,2718
A.J. Green,ARI,WR,34,15,10,0,0,0,0,0,0,0,0.0,0,47,24,236,9.83,2,0,0,2,1,0,38,61.6,64.6,49.6,0,110,0,2022,5536,579,364,1574
Jarvis Landry,NO,WR,30,9,3,0,0,0,0,0,0,0,0.0,0,39,25,272,10.88,1,1,0,1,1,0,35,60.2,63.2,47.7,0,111,0,2022,5873,487,448,1904
Michael Thomas,NO,WR,29,3,3,0,0,0,0,0,0,0,0.0,0,22,16,171,10.69,3,0,0,3,0,0,35,51.1,54.1,43.1,0,112,0,2022,5873,487,448,1904
Tre'Quan Smith,NO,WR,26,15,6,0,0,0,0,0,0,0,0.0,0,27,19,278,14.63,1,0,0,1,0,0,34,52.8,55.8,43.3,0,113,0,2022,5873,487,448,1904
Robbie Chosen,2TM,WR,29,16,7,0,0,0,0,0,0,0,0.0,0,44,20,282,14.1,1,1,1,1,0,0,32,52.2,56.2,42.2,0,115,0,2022,6488,741,969,4290
Phillip Dorsett,HOU,WR,29,15,4,0,1,0,0,0,0,0,0.0,0,40,20,257,12.85,1,0,0,1,0,0,32,51.7,54.7,41.7,0,116,0,2022,5107,528,392,1465
Kendall Hinton,DEN,WR,25,12,5,0,0,0,0,0,2,13,6.5,0,33,24,311,12.96,0,0,0,0,0,0,32,56.4,59.4,44.4,0,114,0,2022,5030,484,242,1023
Sammy Watkins,2TM,WR,29,12,5,0,0,0,0,0,0,0,0.0,0,27,16,325,20.31,0,1,1,0,0,0,31,46.5,50.5,38.5,0,117,0,2022,6488,741,969,4290
Wan'Dale Robinson,NYG,WR,21,6,3,0,0,0,0,0,2,-1,-0.5,0,31,23,227,9.87,1,0,0,1,0,0,29,51.6,54.6,40.1,0,118,0,2022,5930,419,516,2499
Dyami Brown,WAS,WR,23,15,0,0,0,0,0,0,1,15,15.0,0,14,5,143,28.6,2,0,0,2,0,0,28,32.8,35.8,30.3,0,120,0,2022,5926,531,538,2143
Ashton Dulin,IND,WR,25,12,2,0,0,0,0,0,2,8,4.0,0,22,15,207,13.8,1,0,0,1,0,0,28,42.5,45.5,35.0,0,121,0,2022,5319,546,345,1465
KhaDarel Hodge,ATL,WR,27,17,1,0,0,0,0,0,0,0,0.0,0,20,13,202,15.54,1,0,0,1,1,0,28,41.2,44.2,34.7,0,119,0,2022,5645,400,559,2718
Velus Jones Jr.,CHI,WR,25,12,2,0,0,0,0,0,9,103,11.44,1,14,7,107,15.29,1,3,3,2,0,0,27,34.0,43.0,30.5,0,122,0,2022,5609,326,556,3011
Byron Pringle,CHI,WR,29,11,4,0,0,0,0,0,0,0,0.0,0,16,10,135,13.5,2,0,0,2,0,0,26,35.5,38.5,30.5,0,123,0,2022,5609,326,556,3011
Jalen Nailor,MIN,WR,23,15,0,0,0,0,0,0,0,0,0.0,0,13,9,179,19.89,1,0,0,1,0,0,24,32.9,35.9,28.4,0,125,0,2022,6466,555,404,1661
Brandon Powell,LAR,WR,27,17,6,0,0,0,0,0,17,80,4.71,0,32,24,156,6.5,0,1,0,0,0,0,24,47.6,50.6,35.6,0,126,0,2022,4262,516,396,1624
Khalil Shakir,BUF,WR,22,14,2,0,0,0,0,0,0,0,0.0,0,20,10,161,16.1,1,0,0,1,1,0,24,34.1,37.1,29.1,0,124,0,2022,6435,526,407,2144
Amari Rodgers,2TM,WR,23,16,1,0,0,0,0,0,2,7,3.5,0,25,16,204,12.75,1,6,2,1,0,0,23,39.1,44.1,31.1,0,127,0,2022,6488,741,969,4290
Marquez Callaway,NO,WR,24,14,3,0,0,0,0,0,0,0,0.0,0,32,16,158,9.88,1,0,0,1,0,0,22,37.8,40.8,29.8,0,129,0,2022,5873,487,448,1904
River Cracraft,MIA,WR,28,11,0,0,0,0,0,0,0,0,0.0,0,14,9,102,11.33,2,0,0,2,0,0,22,31.2,34.2,26.7,0,128,0,2022,5939,521,262,1174
David Bell,CLE,WR,22,16,3,0,0,0,0,0,0,0,0.0,0,35,24,214,8.92,0,0,0,0,0,0,21,45.4,48.4,33.4,0,130,0,2022,6200,496,532,2490
Skyy Moore,KC,WR,22,16,3,0,0,0,0,0,3,24,8.0,0,33,22,250,11.36,0,3,3,0,0,0,21,43.4,49.4,32.4,0,131,0,2022,7161,597,412,1911
Zach Pascal,PHI,WR,28,17,2,0,0,0,0,0,1,0,0.0,0,19,15,150,10.0,1,0,0,1,0,0,21,36.0,39.0,28.5,0,133,0,2022,6873,505,544,2509
Sterling Shepard,NYG,WR,29,3,2,0,0,0,0,0,0,0,0.0,0,24,13,154,11.85,1,0,0,1,0,0,21,34.4,37.4,27.9,0,132,0,2022,5930,419,516,2499
Keelan Cole,LV,WR,29,14,3,0,0,0,0,0,0,0,0.0,0,21,10,141,14.1,1,1,0,1,0,0,20,30.1,33.1,25.1,0,134,0,2022,6244,558,427,2062
KJ Hamler,DEN,WR,23,7,0,0,0,0,0,0,2,23,11.5,0,14,7,165,23.57,0,0,0,0,0,0,19,25.8,28.8,22.3,0,137,0,2022,5030,484,242,1023
Scott Miller,TB,WR,25,15,1,0,0,0,0,0,1,8,8.0,0,40,23,185,8.04,0,0,0,0,0,0,19,42.3,45.3,30.8,0,135,0,2022,6052,717,385,1306
Denzel Mims,NYJ,WR,25,10,4,0,0,0,0,0,0,0,0.0,0,25,11,186,16.91,0,0,0,0,0,0,19,29.6,32.6,24.1,0,138,0,2022,5622,584,375,1599
Jalen Reagor,MIN,WR,23,17,0,0,0,0,0,0,4,25,6.25,0,13,8,104,13.0,1,4,0,1,0,0,19,26.9,29.9,22.9,0,136,0,2022,6466,555,404,1661
N'Keal Harry,CHI,WR,25,7,0,0,0,0,0,0,0,0,0.0,0,9,7,116,16.57,1,0,0,1,0,0,18,24.6,27.6,21.1,0,139,0,2022,5609,326,556,3011
Steven Sims,PIT,WR,25,12,2,0,0,0,0,0,13,70,5.38,0,23,14,104,7.43,0,3,0,0,0,0,17,31.4,34.4,24.4,0,140,0,2022,5674,498,491,2014
DeSean Jackson,BAL,WR,36,7,1,0,0,0,0,0,0,0,0.0,0,17,9,153,17.0,0,0,0,0,0,0,15,24.3,27.3,19.8,0,141,0,2022,5921,460,525,2719
Anthony Schwartz,CLE,WR,22,11,1,0,0,0,0,0,4,57,14.25,1,10,4,51,12.75,0,1,1,1,0,0,15,18.8,19.8,16.8,0,142,0,2022,6200,496,532,2490
