Player,Tm,FantPos,Age,G,GS,Cmp,Att_pass,Yds_pass,TD_pass,Int_pass,Att_rush,Yds_rush,Y/A,TD_rush,Tgt,Rec,Yds_rec,Y/R,TD_rec,Fmb,FL,TD_total,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year,Team_Yds,Team_Tgt,Team_Att_rush,Team_Yds_rush
Jauan Jennings,SF,WR,27,15,10,0,0,0,0,0,0,0,0.0,0,113,77,975,12.66,6,1,0,6,0,0,134,210.5,213.5,172.0,4,27,70,2024,6587,513,457,2163
DeVonta Smith,PHI,WR,26,13,13,0,0,0,0,0,1,1,1.0,0,89,68,833,12.25,8,0,0,8,0,0,131,199.4,202.4,165.4,2,28,72,2024,6565,414,621,3048
Jakobi Meyers,LV,WR,28,15,15,0,0,0,0,0,2,23,11.5,0,129,87,1027,11.8,4,0,0,4,1,0,131,218.0,221.0,174.5,1,29,73,2024,5428,562,375,1345
Rashod Bateman,BAL,WR,25,17,14,0,0,0,0,0,0,0,0.0,0,72,45,756,16.8,9,0,0,9,0,0,130,174.6,177.6,152.1,0,30,0,2024,7378,452,554,3189
Darnell Mooney,ATL,WR,27,16,16,0,1,0,0,0,0,0,0.0,0,106,64,992,15.5,5,0,0,5,0,0,129,193.2,196.2,161.2,0,31,0,2024,6502,539,495,2219
Puka Nacua,LAR,WR,23,11,11,0,0,0,0,0,11,46,4.18,1,106,79,990,12.53,3,0,0,4,0,0,128,206.6,209.6,167.1,0,33,0,2024,5861,541,450,1765
Xavier Worthy,KC,WR,21,17,13,0,0,0,0,0,20,104,5.2,3,98,59,638,10.81,6,0,0,9,0,0,128,187.2,193.2,157.7,0,32,0,2024,5835,511,449,1789
D.K. Metcalf,SEA,WR,27,15,12,0,0,0,0,0,0,0,0.0,0,108,66,992,15.03,5,2,2,5,0,0,125,191.2,196.2,158.2,0,34,0,2024,6003,564,381,1624
Alec Pierce,IND,WR,24,16,13,0,0,0,0,0,0,0,0.0,0,69,37,824,22.27,7,0,0,7,0,0,124,161.4,164.4,142.9,0,35,0,2024,5930,492,496,2331
Quentin Johnston,LAC,WR,23,15,11,0,0,0,0,0,3,6,2.0,0,91,55,711,12.93,8,0,0,8,0,0,120,174.7,177.7,147.2,0,36,0,2024,5780,486,462,1882
Keenan Allen,CHI,WR,32,15,15,0,1,0,0,1,0,0,0.0,0,121,70,744,10.63,7,1,0,7,0,0,114,184.4,188.4,150.4,0,37,0,2024,5259,524,421,1707
Josh Downs,IND,WR,23,14,8,0,0,0,0,0,1,12,12.0,0,107,72,803,11.15,5,0,0,5,0,0,112,183.5,186.5,147.5,0,38,0,2024,5930,492,496,2331
Cooper Kupp,LAR,WR,31,12,11,0,0,0,0,0,2,10,5.0,0,100,67,710,10.6,6,1,0,6,0,0,108,175.0,178.0,141.5,0,39,0,2024,5861,541,450,1765
Khalil Shakir,BUF,WR,24,15,9,0,0,0,0,0,2,4,2.0,0,100,76,821,10.8,4,1,0,4,0,0,107,182.5,185.5,144.5,0,40,0,2024,6168,454,491,2230
George Pickens,PIT,WR,23,14,12,0,0,0,0,0,2,-6,-3.0,0,103,59,900,15.25,3,1,1,3,0,0,105,164.4,168.4,134.9,0,41,0,2024,5773,446,533,2166
Nick Westbrook-Ikhine,TEN,WR,27,17,9,0,0,0,0,0,0,0,0.0,0,60,32,497,15.53,9,0,0,9,0,0,104,135.7,138.7,119.7,0,42,0,2024,5476,485,450,1855
Deebo Samuel,SF,WR,28,15,15,0,0,0,0,0,42,136,3.24,1,81,51,670,13.14,3,2,1,4,0,0,103,153.6,160.6,128.1,0,44,0,2024,6587,513,457,2163
Jalen Tolbert,DAL,WR,25,17,15,0,0,0,0,0,0,0,0.0,0,79,49,610,12.45,7,0,0,7,0,0,103,152.0,155.0,127.5,0,43,0,2024,5793,603,429,1705
Jalen McMillan,TB,WR,23,13,12,0,0,0,0,0,4,43,10.75,0,58,37,461,12.46,8,0,0,8,0,0,98,135.4,138.4,116.9,0,45,0,2024,7043,563,482,2538
Michael Pittman Jr.,IND,WR,27,16,14,0,0,0,0,0,0,0,0.0,0,111,69,808,11.71,3,1,1,3,0,0,97,165.8,169.8,131.3,0,46,0,2024,5930,492,496,2331
Demarcus Robinson,LAR,WR,30,17,17,0,0,0,0,0,0,0,0.0,0,64,31,505,16.29,7,0,0,7,0,0,93,123.5,126.5,108.0,0,47,0,2024,5861,541,450,1765
Adam Thielen,CAR,WR,34,10,10,0,0,0,0,0,0,0,0.0,0,62,48,615,12.81,5,0,0,5,0,0,92,139.5,142.5,115.5,0,49,0,2024,5278,433,405,1867
Jaylen Waddle,MIA,WR,26,15,15,0,0,0,0,0,4,12,3.0,0,83,58,744,12.83,2,0,0,2,2,0,92,149.6,152.6,120.6,0,48,0,2024,5668,568,445,1785
DeAndre Hopkins,2TM,WR,32,16,8,0,0,0,0,0,0,0,0.0,0,80,56,610,10.89,5,1,0,5,0,0,91,147.0,150.0,119.0,0,50,0,2024,892,527,156,616
Marvin Mims,DEN,WR,22,17,2,0,0,0,0,0,13,42,3.23,0,52,39,503,12.9,6,1,0,6,0,0,91,129.5,132.5,110.0,0,52,0,2024,5713,518,461,1908
Rome Odunze,CHI,WR,22,17,12,0,0,0,0,0,3,15,5.0,0,101,54,734,13.59,3,2,1,3,0,0,91,144.9,148.9,117.9,0,51,0,2024,5259,524,421,1707
Wan'Dale Robinson,NYG,WR,23,17,7,0,0,0,0,0,3,18,6.0,0,140,93,699,7.52,3,0,0,3,0,0,90,182.7,185.7,136.2,0,53,0,2024,5172,554,422,1774
Tank Dell,HOU,WR,25,14,10,0,0,0,0,0,9,43,4.78,0,81,51,667,13.08,3,0,0,3,0,0,89,140.0,143.0,114.5,0,54,0,2024,5714,535,393,1762
Allen Lazard,NYJ,WR,29,12,10,0,1,0,0,0,0,0,0.0,0,60,37,530,14.32,6,0,0,6,0,0,89,126.0,129.0,107.5,0,55,0,2024,5556,454,362,1540
Chris Godwin,TB,WR,28,7,7,0,0,0,0,0,1,2,2.0,0,62,50,576,11.52,5,1,0,5,0,0,88,137.8,140.8,112.8,0,56,0,2024,7043,563,482,2538
Romeo Doubs,GB,WR,24,13,12,0,0,0,0,0,0,0,0.0,0,72,46,601,13.07,4,0,0,4,1,0,86,132.1,135.1,109.1,0,57,0,2024,6435,463,526,2496
Andrei Iosivas,CIN,WR,25,17,8,0,0,0,0,0,0,0,0.0,0,61,36,479,13.31,6,0,0,6,0,0,84,119.9,122.9,101.9,0,58,0,2024,6378,618,352,1460
Calvin Austin III,PIT,WR,25,17,8,0,0,0,0,0,0,0,0.0,0,58,36,548,15.22,4,1,1,5,0,0,83,118.8,122.8,100.8,0,59,0,2024,5773,446,533,2166
Keon Coleman,BUF,WR,21,13,12,0,0,0,0,0,1,9,9.0,0,57,29,556,19.17,4,0,0,4,1,0,83,111.5,114.5,97.0,0,60,0,2024,6168,454,491,2230
Demario Douglas,NE,WR,24,17,7,0,0,0,0,0,3,16,5.33,0,87,66,621,9.41,3,1,0,3,0,0,82,147.7,150.7,114.7,0,62,0,2024,5305,480,444,1962
Tre Tucker,LV,WR,23,17,14,0,0,0,0,0,9,44,4.89,1,81,47,539,11.47,3,0,0,4,0,0,82,129.3,132.3,105.8,0,61,0,2024,5428,562,375,1345
Kayshon Boutte,NE,WR,22,15,13,0,0,0,0,0,0,0,0.0,0,68,43,589,13.7,3,0,0,3,1,0,79,121.9,124.9,100.4,0,63,0,2024,5305,480,444,1962
Amari Cooper,2TM,WR,30,14,10,0,0,0,0,0,0,0,0.0,0,85,44,547,12.43,4,0,0,4,0,0,79,122.7,125.7,100.7,0,64,0,2024,892,527,156,616
Ray-Ray McCloud,ATL,WR,28,17,13,0,0,0,0,0,10,79,7.9,0,87,62,686,11.06,1,4,2,1,0,0,79,140.5,145.5,109.5,0,65,0,2024,6502,539,495,2219
Michael Wilson,ARI,WR,24,16,13,0,0,0,0,0,1,7,7.0,0,71,47,548,11.66,4,1,1,4,0,0,78,124.5,128.5,101.0,0,66,0,2024,6310,523,463,2451
Xavier Legette,CAR,WR,23,16,13,0,0,0,0,0,6,24,4.0,0,84,49,497,10.14,4,0,0,4,0,0,76,125.1,128.1,100.6,0,68,0,2024,5278,433,405,1867
Christian Watson,GB,WR,25,15,15,0,0,0,0,0,4,23,5.75,0,53,29,620,21.38,2,1,1,2,1,0,76,105.3,109.3,90.8,0,67,0,2024,6435,463,526,2496
Stefon Diggs,HOU,WR,31,8,8,1,1,13,0,0,3,8,2.67,1,64,47,496,10.55,3,0,0,4,0,0,75,121.9,124.9,98.4,0,70,0,2024,5714,535,393,1762
Jalen Nailor,MIN,WR,25,17,7,0,0,0,0,0,3,-4,-1.33,0,42,28,414,14.79,6,1,1,6,0,0,75,103.0,107.0,89.0,0,69,0,2024,5937,506,393,1558
KaVontae Turpin,DAL,WR,28,17,2,0,0,0,0,0,16,92,5.75,0,52,31,420,13.55,2,3,1,4,0,0,73,104.2,108.2,88.7,0,71,0,2024,5793,603,429,1705
Tyler Lockett,SEA,WR,32,17,14,0,0,0,0,0,0,0,0.0,0,74,49,600,12.24,2,0,0,2,0,0,72,121.0,124.0,96.5,0,72,0,2024,6003,564,381,1624
Dontayvion Wicks,GB,WR,23,17,5,0,0,0,0,0,0,0,0.0,0,76,39,415,10.64,5,0,0,5,0,0,72,110.5,113.5,91.0,0,73,0,2024,6435,463,526,2496
Darius Slayton,NYG,WR,27,16,13,0,0,0,0,0,2,17,8.5,0,71,39,573,14.69,2,1,0,2,0,0,71,110.0,113.0,90.5,0,74,0,2024,5172,554,422,1774
Mack Hollins,BUF,WR,31,17,13,0,0,0,0,0,0,0,0.0,0,50,31,378,12.19,5,0,0,5,0,0,68,98.8,101.8,83.3,0,76,0,2024,6168,454,491,2230
Josh Palmer,LAC,WR,25,15,7,0,0,0,0,0,0,0,0.0,0,65,39,584,14.97,1,0,0,1,2,0,68,107.4,110.4,87.9,0,75,0,2024,5780,486,462,1882
Olamide Zaccheaus,WAS,WR,27,17,6,0,0,0,0,0,1,8,8.0,0,64,45,506,11.24,3,3,1,3,0,0,67,112.4,116.4,89.9,0,77,0,2024,6551,503,526,2619
Marquez Valdes-Scantling,2TM,WR,30,14,8,0,0,0,0,0,1,4,4.0,0,44,19,411,21.63,4,0,0,4,0,0,66,84.5,87.5,75.0,0,78,0,2024,892,527,156,616
Devaughn Vele,DEN,WR,27,13,7,0,0,0,0,0,0,0,0.0,0,55,41,475,11.59,3,0,0,3,0,0,66,106.5,109.5,86.0,0,79,0,2024,5713,518,461,1908
Parker Washington,JAX,WR,22,17,7,0,0,0,0,0,0,0,0.0,0,51,32,390,12.19,3,2,0,4,1,0,65,97.0,100.0,81.0,0,80,0,2024,5446,517,414,1729
Ricky Pearsall,SF,WR,24,11,4,0,1,0,0,0,3,45,15.0,0,46,31,400,12.9,3,0,0,3,0,0,63,93.5,96.5,78.0,0,81,0,2024,6587,513,457,2163
Jalen Coker,CAR,WR,23,11,4,1,1,19,0,0,0,0,0.0,0,46,32,478,14.94,2,0,0,2,0,0,61,92.6,95.6,76.6,0,82,0,2024,5278,433,405,1867
Elijah Moore,CLE,WR,24,17,13,0,0,0,0,0,1,1,1.0,0,102,61,538,8.82,1,0,0,1,0,0,60,120.9,123.9,90.4,0,83,0,2024,5487,579,391,1608
Rashid Shaheed,NO,WR,26,6,5,0,0,0,0,0,6,29,4.83,0,41,20,349,17.45,3,1,1,4,0,0,60,79.8,83.8,69.8,0,84,0,2024,5669,482,442,1939
Tim Patrick,DET,WR,31,16,9,0,0,0,0,0,0,0,0.0,0,44,33,394,11.94,3,0,0,3,1,0,59,92.4,95.4,75.9,0,85,0,2024,7188,517,533,2487
Tutu Atwell,LAR,WR,25,17,5,0,1,0,0,0,2,7,3.5,0,62,42,562,13.38,0,0,0,0,0,0,57,98.9,101.9,77.9,0,86,0,2024,5861,541,450,1765
Diontae Johnson,3TM,WR,28,12,8,0,0,0,0,0,2,6,3.0,0,67,33,375,11.36,3,0,0,3,0,0,56,89.1,92.1,72.6,0,87,0,2024,6,67,2,6
Greg Dortch,ARI,WR,26,17,4,0,0,0,0,0,5,31,6.2,0,50,37,342,9.24,3,3,1,3,0,0,53,90.3,94.3,71.8,0,88,0,2024,6310,523,463,2451
David Moore,CAR,WR,29,17,5,0,0,0,0,0,1,0,0.0,0,57,32,351,10.97,3,0,0,3,0,0,53,85.1,88.1,69.1,0,89,0,2024,5278,433,405,1867
Noah Brown,WAS,WR,28,11,9,0,0,0,0,0,0,0,0.0,0,56,35,453,12.94,1,0,0,1,0,0,51,86.3,89.3,68.8,0,91,0,2024,6551,503,526,2619
Cedric Tillman,CLE,WR,24,11,6,0,0,0,0,0,1,-5,-5.0,0,49,29,339,11.69,3,1,1,3,1,0,51,80.4,84.4,65.9,0,90,0,2024,5487,579,391,1608
Sterling Shepard,TB,WR,31,14,5,0,0,0,0,0,8,69,8.63,0,51,32,334,10.44,1,0,0,1,1,0,48,80.3,83.3,64.3,0,92,0,2024,7043,563,482,2538
Chris Olave,NO,WR,24,8,8,0,0,0,0,0,1,7,7.0,0,44,32,400,12.5,1,1,1,1,0,0,45,76.7,80.7,60.7,0,93,0,2024,5669,482,442,1939
Brandin Cooks,DAL,WR,31,10,9,0,0,0,0,0,3,-3,-1.0,0,54,26,259,9.96,3,0,0,3,0,0,44,69.6,72.6,56.6,0,95,0,2024,5793,603,429,1705
Christian Kirk,JAX,WR,28,8,7,0,0,0,0,0,0,0,0.0,0,47,27,379,14.04,1,0,0,1,0,0,44,70.9,73.9,57.4,0,94,0,2024,5446,517,414,1729
Rashee Rice,KC,WR,24,4,4,0,0,0,0,0,1,1,1.0,0,29,24,288,12.0,2,0,0,2,0,0,41,64.9,67.9,52.9,0,96,0,2024,5835,511,449,1789
Justin Watson,KC,WR,28,17,7,0,0,0,0,0,0,0,0.0,0,32,22,289,13.14,2,0,0,2,0,0,41,62.9,65.9,51.9,0,97,0,2024,5835,511,449,1789
Van Jefferson,PIT,WR,28,17,12,0,0,0,0,0,0,0,0.0,0,40,24,276,11.5,2,0,0,2,0,0,40,63.6,66.6,51.6,0,98,0,2024,5773,446,533,2166
Kalif Raymond,DET,WR,30,12,2,0,0,0,0,0,2,0,0.0,0,22,17,215,12.65,2,0,0,3,0,0,40,56.5,59.5,48.0,0,99,0,2024,7188,517,533,2487
Tyler Boyd,TEN,WR,30,16,8,0,1,0,0,0,1,3,3.0,0,57,39,390,10.0,0,0,0,0,0,0,39,78.3,81.3,58.8,0,100,0,2024,5476,485,450,1855
Troy Franklin,DEN,WR,21,16,6,0,0,0,0,0,2,8,4.0,0,53,28,263,9.39,2,0,0,2,0,0,39,67.1,70.1,53.1,0,101,0,2024,5713,518,461,1908
Brandon Aiyuk,SF,WR,26,7,7,0,0,0,0,0,0,0,0.0,0,47,25,374,14.96,0,0,0,0,0,0,37,62.4,65.4,49.9,0,102,0,2024,6587,513,457,2163
Kendrick Bourne,NE,WR,29,12,9,0,1,0,0,0,1,6,6.0,0,38,28,305,10.89,1,0,0,1,0,0,37,65.1,68.1,51.1,0,104,0,2024,5305,480,444,1962
Dyami Brown,WAS,WR,25,16,3,0,1,0,0,0,3,26,8.67,0,40,30,308,10.27,1,1,1,1,0,0,37,67.4,71.4,52.4,0,103,0,2024,6551,503,526,2619
Mike Williams,2TM,WR,30,18,5,0,0,0,0,0,0,0,0.0,0,34,21,298,14.19,1,0,0,1,0,0,36,56.8,59.8,46.3,0,105,0,2024,892,527,156,616
Nelson Agholor,BAL,WR,31,14,7,0,0,0,0,0,0,0,0.0,0,29,14,231,16.5,2,0,0,2,0,0,35,49.1,52.1,42.1,0,106,0,2024,7378,452,554,3189
Tyler Johnson,LAR,WR,26,15,2,0,0,0,0,0,0,0,0.0,0,41,26,291,11.19,1,0,0,1,0,0,35,61.1,64.1,48.1,0,107,0,2024,5861,541,450,1765
JuJu Smith-Schuster,KC,WR,28,14,8,0,0,0,0,0,0,0,0.0,0,26,18,231,12.83,2,0,0,2,0,0,35,53.1,56.1,44.1,0,108,0,2024,5835,511,449,1789
Gabriel Davis,JAX,WR,25,10,9,0,0,0,0,0,0,0,0.0,0,42,20,239,11.95,2,1,1,2,0,0,34,53.9,57.9,43.9,0,109,0,2024,5446,517,414,1729
Lil'Jordan Humphrey,DEN,WR,26,17,7,0,0,0,0,0,0,0,0.0,0,45,31,293,9.45,1,2,1,1,0,0,33,64.3,68.3,48.8,0,110,0,2024,5713,518,461,1908
Curtis Samuel,BUF,WR,28,14,2,0,0,0,0,0,5,14,2.8,0,46,31,253,8.16,1,0,0,1,0,0,33,63.7,66.7,48.2,0,111,0,2024,6168,454,491,2230
John Metchie,HOU,WR,24,13,3,0,0,0,0,0,0,0,0.0,0,37,24,254,10.58,1,1,0,1,0,0,31,55.4,58.4,43.4,0,112,0,2024,5714,535,393,1762
Adonai Mitchell,IND,WR,22,17,7,1,1,24,0,0,4,6,1.5,0,55,23,312,13.57,0,2,1,0,0,0,31,53.8,57.8,42.3,0,114,0,2024,5930,492,496,2331
DJ Turner,LV,WR,27,12,6,0,0,0,0,0,5,33,6.6,1,29,16,158,9.88,1,1,0,2,0,0,31,47.1,50.1,39.1,0,113,0,2024,5428,562,375,1345
Jordan Whittington,LAR,WR,24,15,3,0,0,0,0,0,2,12,6.0,0,28,22,293,13.32,0,0,0,0,0,0,31,52.5,55.5,41.5,0,115,0,2024,5861,541,450,1765
Cedrick Wilson Jr.,NO,WR,29,15,4,1,1,21,1,0,0,0,0.0,0,27,20,211,10.55,1,1,1,1,0,0,30,49.9,53.9,39.9,0,116,0,2024,5669,482,442,1939
Malik Washington,MIA,WR,23,14,3,0,0,0,0,0,5,25,5.0,1,36,26,223,8.58,0,1,1,1,0,0,29,54.8,58.8,41.8,0,117,0,2024,5668,568,445,1785
Derius Davis,LAC,WR,24,15,2,0,0,0,0,0,12,39,3.25,0,17,13,112,8.62,2,3,0,2,0,0,27,40.1,43.1,33.6,0,118,0,2024,5780,486,462,1882
KhaDarel Hodge,ATL,WR,29,17,2,0,0,0,0,0,0,0,0.0,0,12,7,131,18.71,1,0,0,2,0,0,25,32.1,35.1,28.6,0,121,0,2024,6502,539,495,2219
Ryan Miller,TB,WR,24,11,3,0,0,0,0,0,0,0,0.0,0,20,12,128,10.67,2,0,0,2,0,0,25,36.8,39.8,30.8,0,122,0,2024,7043,563,482,2538
Josh Reynolds,2TM,WR,29,9,2,0,0,0,0,0,0,0,0.0,0,24,13,194,14.92,1,0,0,1,0,0,25,38.4,41.4,31.9,0,119,0,2024,892,527,156,616
Tylan Wallace,BAL,WR,25,17,0,0,0,0,0,0,0,0,0.0,0,12,11,193,17.55,1,1,0,1,0,0,25,36.3,39.3,30.8,0,120,0,2024,7378,452,554,3189
Jalen Brooks,DAL,WR,24,14,1,0,0,0,0,0,0,0,0.0,0,30,12,177,14.75,1,0,0,1,0,0,24,35.7,38.7,29.7,0,123,0,2024,5793,603,429,1705
Jahan Dotson,PHI,WR,24,17,6,0,0,0,0,0,1,13,13.0,0,33,19,216,11.37,0,0,0,0,0,0,23,41.9,44.9,32.4,0,125,0,2024,6565,414,621,3048
Trey Palmer,TB,WR,23,15,3,0,0,0,0,0,0,0,0.0,0,22,12,172,14.33,1,1,0,1,0,0,23,35.2,38.2,29.2,0,124,0,2024,7043,563,482,2538
Malik Heath,GB,WR,24,13,1,0,0,0,0,0,0,0,0.0,0,13,10,97,9.7,2,0,0,2,0,0,22,31.7,31.7,26.7,0,126,0,2024,6435,463,526,2496
Mecole Hardman,KC,WR,26,12,0,0,0,0,0,0,5,62,12.4,1,14,12,90,7.5,0,0,0,1,0,0,21,33.2,33.2,27.2,0,127,0,2024,5835,511,449,1789
Ja'Lynn Polk,NE,WR,22,15,7,0,0,0,0,0,1,0,0.0,0,33,12,87,7.25,2,0,0,2,0,0,21,32.7,32.7,26.7,0,128,0,2024,5305,480,444,1962
Dante Pettis,NO,WR,29,8,0,0,0,0,0,0,0,0,0.0,0,28,12,120,10.0,1,0,0,1,1,0,20,32.0,35.0,26.0,0,129,0,2024,5669,482,442,1939
Bub Means,NO,WR,23,7,1,0,0,0,0,0,0,0,0.0,0,15,9,118,13.11,1,0,0,1,0,0,18,26.8,29.8,22.3,0,131,0,2024,5669,482,442,1939
Robert Woods,HOU,WR,32,15,4,0,0,0,0,0,0,0,0.0,0,30,20,203,10.15,0,3,1,0,0,0,18,38.3,42.3,28.3,0,130,0,2024,5714,535,393,1762
Jake Bobo,SEA,WR,26,17,3,0,0,0,0,0,0,0,0.0,0,17,13,107,8.23,1,0,0,1,0,0,17,29.7,32.7,23.2,0,135,0,2024,6003,564,381,1624
Jamison Crowder,WAS,WR,31,6,1,0,0,0,0,0,0,0,0.0,0,13,9,72,8.0,2,2,1,2,0,0,17,26.2,27.2,21.7,0,132,0,2024,6551,503,526,2619
Ashton Dulin,IND,WR,27,15,2,0,0,0,0,0,5,45,9.0,0,8,2,67,33.5,1,0,0,1,0,0,17,19.2,19.2,18.2,0,133,0,2024,5930,492,496,2331
Luke McCaffrey,WAS,WR,23,17,4,0,0,0,0,0,0,0,0.0,0,24,18,168,9.33,0,0,0,0,0,0,17,34.8,37.8,25.8,0,134,0,2024,6551,503,526,2619
Kevin Austin,NO,WR,24,8,2,0,0,0,0,0,1,9,9.0,0,22,11,151,13.73,0,1,0,0,0,0,16,27.0,30.0,21.5,0,136,0,2024,5669,482,442,1939
Bo Melton,GB,WR,25,17,0,0,0,0,0,0,8,54,6.75,0,17,8,91,11.38,0,0,0,0,0,0,15,22.5,22.5,18.5,0,138,0,2024,6435,463,526,2496
Jonathan Mingo,2TM,WR,23,17,6,0,0,0,0,0,2,5,2.5,0,42,17,167,9.82,0,1,1,0,0,0,15,32.2,36.2,23.7,0,137,0,2024,892,527,156,616
Trent Sherfield,MIN,WR,28,17,1,0,0,0,0,0,0,0,0.0,0,9,8,83,10.38,1,0,0,1,0,0,14,22.3,22.3,18.3,0,139,0,2024,5937,506,393,1558
Tyrell Shavers,BUF,WR,25,3,0,0,0,0,0,0,0,0,0.0,0,1,1,69,69.0,1,0,0,1,0,0,13,13.9,13.9,13.4,0,140,0,2024,6168,454,491,2230
Xavier Hutchinson,HOU,WR,24,16,3,0,0,0,0,0,0,0,0.0,0,26,12,117,9.75,0,0,0,0,0,0,12,23.7,26.7,17.7,0,142,0,2024,5714,535,393,1762
Rakim Jarrett,TB,WR,23,10,2,0,0,0,0,0,0,0,0.0,0,11,9,124,13.78,0,0,0,0,0,0,12,21.4,24.4,16.9,0,141,0,2024,7043,563,482,2538
K.J. Osborn,2TM,WR,27,8,4,0,0,0,0,0,0,0,0.0,0,18,7,57,8.14,1,0,0,1,0,0,12,18.7,18.7,15.2,0,143,0,2024,892,527,156,616
Jermaine Burton,CIN,WR,23,14,1,0,0,0,0,0,0,0,0.0,0,14,4,107,26.75,0,0,0,0,0,0,11,14.7,17.7,12.7,0,145,0,2024,6378,618,352,1460
Simi Fehoko,LAC,WR,27,8,2,0,0,0,0,0,0,0,0.0,0,16,6,106,17.67,0,0,0,0,0,0,11,16.6,19.6,13.6,0,147,0,2024,5780,486,462,1882
Tay Martin,TEN,WR,27,1,0,0,0,0,0,0,0,0,0.0,0,2,1,49,49.0,1,0,0,1,0,0,11,11.9,11.9,11.4,0,144,0,2024,5476,485,450,1855
Ainias Smith,PHI,WR,23,7,1,0,0,0,0,0,2,6,3.0,0,9,7,41,5.86,1,0,0,1,0,0,11,17.7,17.7,14.2,0,146,0,2024,6565,414,621,3048
Bryce Oliver,TEN,WR,24,10,1,0,0,0,0,0,0,0,0.0,0,9,6,95,15.83,0,0,0,0,0,0,10,15.5,15.5,12.5,0,150,0,2024,5476,485,450,1855
Mason Tipton,NO,WR,24,11,1,0,0,0,0,0,0,0,0.0,0,26,14,99,7.07,0,0,0,0,0,0,10,23.9,23.9,16.9,0,148,0,2024,5669,482,442,1939
Johnny Wilson,PHI,WR,23,16,4,0,0,0,0,0,0,0,0.0,0,15,5,38,7.6,1,0,0,1,0,0,10,14.8,14.8,12.3,0,149,0,2024,6565,414,621,3048
Marquise Brown,KC,WR,27,2,1,0,0,0,0,0,0,0,0.0,0,15,9,91,10.11,0,0,0,0,0,0,9,18.1,18.1,13.6,0,151,0,2024,5835,511,449,1789
Parris Campbell,PHI,WR,27,5,0,0,0,0,0,0,0,0,0.0,0,8,6,30,5.0,1,0,0,1,0,0,9,15.0,15.0,12.0,0,153,0,2024,6565,414,621,3048
DJ Chark,LAC,WR,28,7,0,0,0,0,0,0,0,0,0.0,0,10,4,31,7.75,1,0,0,1,0,0,9,13.1,13.1,11.1,0,152,0,2024,5780,486,462,1882
Chris Conley,SF,WR,32,15,2,0,0,0,0,0,0,0,0.0,0,12,6,76,12.67,0,0,0,0,0,0,8,13.6,13.6,10.6,0,161,0,2024,6587,513,457,2163
Devin Duvernay,JAX,WR,27,13,1,0,0,0,0,0,4,3,0.75,0,16,11,79,7.18,0,1,0,0,0,0,8,19.2,19.2,13.7,0,156,0,2024,5446,517,414,1729
Ryan Flournoy,DAL,WR,25,11,1,0,0,0,0,0,0,0,0.0,0,14,10,102,10.2,0,1,1,0,0,0,8,18.2,22.2,13.2,0,157,0,2024,5793,603,429,1705
Xavier Gipson,NYJ,WR,23,17,0,0,0,0,0,0,1,5,5.0,0,10,6,39,6.5,1,4,1,1,0,0,8,14.4,15.4,11.4,0,154,0,2024,5556,454,362,1540
Zay Jones,ARI,WR,29,11,2,0,0,0,0,0,0,0,0.0,0,11,8,84,10.5,0,0,0,0,0,0,8,16.4,16.4,12.4,0,155,0,2024,6310,523,463,2451
Jalen Reagor,LAC,WR,25,8,2,0,0,0,0,0,3,-3,-1.0,0,12,7,100,14.29,0,1,1,0,0,0,8,14.7,18.7,11.2,0,160,0,2024,5780,486,462,1882
Devontez Walker,BAL,WR,23,9,0,0,0,0,0,0,0,0,0.0,0,3,1,21,21.0,1,0,0,1,0,0,8,9.1,9.1,8.6,0,158,0,2024,7378,452,554,3189
Kristian Wilkerson,LV,WR,27,3,0,0,0,0,0,0,0,0,0.0,0,3,2,18,9.0,1,0,0,1,0,0,8,9.8,9.8,8.8,0,159,0,2024,5428,562,375,1345
Jacob Cowing,SF,WR,23,15,0,0,0,0,0,0,1,7,7.0,0,6,4,80,20.0,0,2,1,0,0,0,7,10.7,11.7,8.7,0,165,0,2024,6587,513,457,2163
River Cracraft,MIA,WR,30,8,0,0,0,0,0,0,0,0,0.0,0,9,7,66,9.43,0,0,0,0,0,0,7,13.6,13.6,10.1,0,166,0,2024,5668,568,445,1785
Scott Miller,PIT,WR,27,13,1,0,0,0,0,0,0,0,0.0,0,9,5,69,13.8,0,0,0,0,0,0,7,11.9,11.9,9.4,0,163,0,2024,5773,446,533,2166
Brandon Powell,MIN,WR,29,17,1,0,0,0,0,0,0,0,0.0,0,10,7,71,10.14,0,1,0,0,0,0,7,14.1,14.1,10.6,0,162,0,2024,5937,506,393,1558
Ben Skowronek,PIT,WR,27,10,1,0,0,0,0,0,0,0,0.0,0,5,5,69,13.8,0,0,0,0,0,0,7,11.9,11.9,9.4,0,164,0,2024,5773,446,533,2166
Michael Woods II,CLE,WR,24,5,2,0,0,0,0,0,0,0,0.0,0,17,7,65,9.29,0,0,0,0,0,0,7,13.5,13.5,10.0,0,167,0,2024,5487,579,391,1608
Odell Beckham Jr.,MIA,WR,32,9,0,0,0,0,0,0,0,0,0.0,0,18,9,55,6.11,0,0,0,0,0,0,6,14.5,14.5,10.0,0,171,0,2024,5668,568,445,1785
Jalin Hyatt,NYG,WR,23,16,3,0,0,0,0,0,0,0,0.0,0,19,8,62,7.75,0,0,0,0,0,0,6,14.2,14.2,10.2,0,168,0,2024,5172,554,422,1774
